id;id_product;id_loja;cod_prod;titulo;estoque_qtd
(3819;NULL;'003';'8411061793565';'THE SECRET GAME H 100ML';0),
(3820;NULL;'003';'345';'THE SECRET GOLD DEO 150ML';0),
(3821;NULL;'003';'8411061701034';'THE SECRET H 100ML';0),
(3822;NULL;'003';'8411061779521';'THE SECRET H 200ML';1),
(3823;NULL;'003';'7899706174886';'THERMO ABS LOREAL 150ML';0),
(3824;NULL;'003';'7899026458000';'THERMO CELL REPAIR 200ML';0),
(3825;NULL;'003';'196';'TO BE 100ML';0),
(3826;NULL;'003';'3352818806006';'TOKYO KENZO H 30ML';0),
(3827;NULL;'003';'22548040126';'TOMMY GIRL 100ML';0),
(3828;NULL;'003';'22548040119';'TOMMY GIRL 50ML';0),
(3829;NULL;'003';'22548024324';'TOMMY HILFIGER H 100ML';1),
(3830;NULL;'003';'22548024317';'TOMMY HILFIGER H 50ML';0),
(3831;NULL;'003';'42';'TOMMY T 50ML';0),
(3832;NULL;'003';'219';'TOMY HILFIGER 30ML';0),
(3833;NULL;'003';'7898416442315';'TOUCH HOMME 100ML';0),
(3834;NULL;'003';'8715658999164';'TOUZZ CLASSIQUE 100ML';0),
(3835;NULL;'003';'8715658999157';'TOUZZ TENDRE 100ML';0),
(3836;NULL;'003';'393';'TRESOR 100ML';0),
(3837;NULL;'003';'3147758034905';'TRESOR 30ML';0),
(3838;NULL;'003';'3147758034912';'TRESOR 50ML';0),
(3839;NULL;'003';'3147758203301';'TRESOR COLONIA 100 ML';0),
(3840;NULL;'003';'3614272101388';'TRESOR LA NUIT A LA FOLIE F 30ML';0),
(3841;NULL;'003';'3605532423142';'TRESOR MIDNIGHT ROSE 30ML';0),
(3842;NULL;'003';'3605532423203';'TRESOR MIDNIGHT ROSE 50ML';0),
(3843;NULL;'003';'3605532423265';'TRESOR MIDNIGHT ROSE 75ML';0),
(3844;NULL;'003';'875990002248';'TRIUMPHANT BLACK AMBER H100ML';0),
(3845;NULL;'003';'875990002231';'TRIUMPHANT BRONZE GLORY H 100ML';0),
(3846;NULL;'003';'875990002217';'TRIUMPHANT GOLD GLORY H 100ML';0),
(3847;NULL;'003';'875990002200';'TRIUMPHANT H 100ML';0),
(3848;NULL;'003';'875990002224';'TRIUMPHANT SILVER GLORY H 100ML';0),
(3849;NULL;'003';'719346373906';'TRUE LOVE 100ML';0),
(3850;NULL;'003';'719346374002';'TRUE LOVE F 50ML';0),
(3851;NULL;'003';'7898947943848';'TRUSS USO OBRIGATORIO 260ML';0),
(3852;NULL;'003';'7898625791051';'TRUSS USO OBRIGATORIO BLOND';2),
(3853;NULL;'003';'8015679531030';'TRUSSARDI FRESH HOM.25 ML';0),
(3854;NULL;'003';'88300073603';'TRUTH CALVIN KLEIN 50ML';0),
(3855;NULL;'003';'88300049486';'TRUTH FEM 50 ML';0),
(3856;NULL;'003';'88300049479';'TRUTH FEM. 100';0),
(3857;NULL;'003';'88300073627';'TRUTH MEN 100 ML';0),
(3858;NULL;'003';'3252550564533';'TSAR 100ML';0),
(3859;NULL;'003';'3386460005319';'TSAR 30ML';0),
(3860;NULL;'003';'3252550564502';'TSAR 50ML';0),
(3861;NULL;'003';'3326240018634';'UDV BLACK 100ML';0),
(3862;NULL;'003';'3326240006075';'UDV BLACK 60ML';0),
(3863;NULL;'003';'386';'UDV BLUE 100ML';0),
(3864;NULL;'003';'3326240006112';'UDV BLUE 60ML';0),
(3865;NULL;'003';'3326240031442';'UDV BODY ACTION 200ML';0),
(3866;NULL;'003';'3326240002466';'UDV CHIC 30ML';0),
(3867;NULL;'003';'3326240002473';'UDV CHIC-ISSIME 75ML';0),
(3868;NULL;'003';'3326240816698';'UDV CINZA 100ML';0),
(3869;NULL;'003';'3326240006099';'UDV CINZA 60ML';0),
(3870;NULL;'003';'3326240019228';'UDV EXTREME 100ML';0),
(3871;NULL;'003';'3326240000967';'UDV FEM.75ML';0),
(3872;NULL;'003';'3326240006068';'UDV FIRE 60ML';0),
(3873;NULL;'003';'3326240005122';'UDV GOLDISSIME F 75ML';0),
(3874;NULL;'003';'3326240006082';'UDV MUSK 60ML';0),
(3875;NULL;'003';'3326240019648';'UDV VIP 100ML';0),
(3876;NULL;'003';'3349668093441';'ULTRAVIOLET  AGUATIC F 80ML';0),
(3877;NULL;'003';'334966601532';'ULTRAVIOLET F 80ML';0),
(3878;NULL;'003';'3349668092642';'ULTRAVIOLET FEM. 30 ML';0),
(3879;NULL;'003';'3349668121342';'ULTRAVIOLET H 100ML';0),
(3880;NULL;'003';'3349668121540';'ULTRAVIOLET H 50ML';0),
(3881;NULL;'003';'3346131210022';'UN JARDIN 50ML';0),
(3882;NULL;'003';'8032529115875';'UNGARO F 90ML';0),
(3883;NULL;'003';'8032529116827';'UNGARO H 90ML';0),
(3884;NULL;'003';'165';'UNIQ ONE';0),
(3885;NULL;'003';'8432225085791';'UNIQ ONE VERMELHO 150ML';0),
(3886;NULL;'003';'8715658969815';'UPDO CHIC 100ML';0),
(3887;NULL;'003';'8715658969648';'UPDO PINK 100 ML';0),
(3888;NULL;'003';'5060053110786';'URBAN UK H 100ML';0),
(3889;NULL;'003';'8411061725955';'VALENTINA EDP 30ML';0),
